timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 20:54:52.540, 4, 21, 345 MHz, 70.84 W, 0 %, 0 MiB
2026/04/21 20:54:52.540, 5, 24, 345 MHz, 70.05 W, 0 %, 0 MiB
2026/04/21 20:54:52.540, 6, 23, 345 MHz, 68.71 W, 0 %, 0 MiB
2026/04/21 20:54:52.541, 7, 21, 345 MHz, 69.39 W, 0 %, 0 MiB
2026/04/21 20:54:53.541, 0, 21, 345 MHz, 68.94 W, 0 %, 0 MiB
2026/04/21 20:54:53.542, 1, 24, 345 MHz, 70.26 W, 0 %, 0 MiB
2026/04/21 20:54:53.543, 2, 23, 345 MHz, 70.94 W, 0 %, 0 MiB
2026/04/21 20:54:53.543, 3, 21, 345 MHz, 68.16 W, 0 %, 0 MiB
2026/04/21 20:54:53.543, 4, 21, 345 MHz, 70.83 W, 0 %, 0 MiB
2026/04/21 20:54:53.543, 5, 24, 345 MHz, 70.11 W, 0 %, 0 MiB
2026/04/21 20:54:53.544, 6, 23, 345 MHz, 68.66 W, 0 %, 0 MiB
2026/04/21 20:54:53.544, 7, 21, 345 MHz, 69.46 W, 0 %, 0 MiB
2026/04/21 20:54:54.544, 0, 21, 345 MHz, 68.97 W, 0 %, 0 MiB
2026/04/21 20:54:54.546, 1, 24, 345 MHz, 70.25 W, 0 %, 0 MiB
2026/04/21 20:54:54.546, 2, 23, 345 MHz, 70.96 W, 0 %, 0 MiB
2026/04/21 20:54:54.546, 3, 21, 345 MHz, 68.19 W, 0 %, 0 MiB
2026/04/21 20:54:54.546, 4, 21, 345 MHz, 70.88 W, 0 %, 0 MiB
2026/04/21 20:54:54.547, 5, 24, 345 MHz, 70.08 W, 0 %, 0 MiB
2026/04/21 20:54:54.547, 6, 23, 345 MHz, 68.66 W, 0 %, 0 MiB
2026/04/21 20:54:54.547, 7, 21, 345 MHz, 69.43 W, 0 %, 0 MiB
2026/04/21 20:54:55.547, 0, 21, 345 MHz, 68.95 W, 0 %, 0 MiB
2026/04/21 20:54:55.549, 1, 24, 345 MHz, 70.28 W, 0 %, 0 MiB
2026/04/21 20:54:55.549, 2, 23, 345 MHz, 70.95 W, 0 %, 0 MiB
