step,grad_total,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10
4480,0.0615,0.014,0.0134,0.0135,0.0216,0.0216,0.0216,0.0146,0.0148,0.0147,0.0197,0.0225
4485,0.062,0.0139,0.0131,0.0135,0.0213,0.0215,0.0215,0.0152,0.0152,0.0147,0.02,0.0232
4490,0.0652,0.0152,0.0153,0.0151,0.0231,0.0225,0.0222,0.0154,0.0153,0.0149,0.0204,0.0242
4495,0.0635,0.0147,0.0143,0.0147,0.0225,0.0225,0.0221,0.0149,0.0148,0.0146,0.02,0.0238
4500,0.0639,0.0146,0.0141,0.0141,0.0231,0.0227,0.0226,0.0154,0.0149,0.0147,0.0198,0.0232
4505,0.063,0.0147,0.0141,0.0144,0.0223,0.0224,0.0222,0.015,0.0148,0.0145,0.02,0.0225
4510,0.064,0.0146,0.0145,0.0147,0.0232,0.0231,0.023,0.0151,0.0148,0.0146,0.0195,0.0232
4515,0.0631,0.0144,0.0136,0.0137,0.0222,0.0225,0.022,0.0148,0.0149,0.0147,0.0198,0.0242
4520,0.063,0.0146,0.014,0.0141,0.0225,0.0225,0.0224,0.0145,0.0144,0.0145,0.0196,0.0235
4525,0.0635,0.0142,0.0135,0.0138,0.023,0.0231,0.0235,0.0155,0.0149,0.0146,0.0201,0.0224
4530,0.0611,0.0139,0.0134,0.0137,0.0219,0.0214,0.0215,0.0145,0.0145,0.0143,0.0195,0.022
4535,0.0618,0.0143,0.0136,0.0137,0.0215,0.0212,0.0214,0.0149,0.0149,0.0148,0.0202,0.0228
4540,0.0612,0.014,0.0135,0.0132,0.021,0.0209,0.0209,0.0147,0.0147,0.0145,0.0197,0.0237
4545,0.0622,0.0146,0.0138,0.0138,0.0217,0.0215,0.0215,0.0151,0.0149,0.0145,0.0196,0.0236
4550,0.061,0.0143,0.0136,0.0135,0.0211,0.0212,0.0208,0.0145,0.0147,0.0145,0.0195,0.023
